"KRAJ","ORP","OBEC","BLOK","HLASYPROC"
"Jihomoravský","Ivančice","Trboušany","",11.1
"Plzeňský","Domažlice","Trhanov","",8.8
"Pardubický","Hlinsko","Trhová Kamenice","",9.12
"Středočeský","Příbram","Trhové Dušníky","",8.8
"Jihočeský","Trhové Sviny","Trhové Sviny","",3.4
"Středočeský","Vlašim","Trhový Štěpánov","",4.97
"Ústecký","Ústí nad Labem","Trmice","",10.61
"Vysočina","Třebíč","Trnava","",1.59
"Zlínský","Vizovice","Trnava","",3.68
"Moravskoslezský","Kopřivnice","Trnávka","",3.73
"Pardubický","Přelouč","Trnávka","",9.09
"Královéhradecký","Dobruška","Trnov","",5.64
"Středočeský","Černošice","Trnová","",5.09
"Plzeňský","Nýřany","Trnová","",6.67
"Ústecký","Litoměřice","Trnovany","",30.06
"Jihomoravský","Moravský Krumlov","Trnové Pole","",10.34
"Moravskoslezský","Frenštát pod Radhoštěm","Trojanovice","",4.09
"Pardubický","Chrudim","Trojovice","",7.55
"Plzeňský","Rokycany","Trokavec","",10.34
"Jihomoravský","Pohořelice","Troskotovice","",7.26
"Liberecký","Turnov","Troskovice","",12.82
"Královéhradecký","Dvůr Králové nad Labem","Trotina","",6.25
"Olomoucký","Uničov","Troubelice","",4.23
"Olomoucký","Přerov","Troubky","",2.85
"Zlínský","Kroměříž","Troubky-Zdislavice","",7.1
"Jihomoravský","Šlapanice","Troubsko","",13.37
"Pardubický","Polička","Trpín","",27.92
"Plzeňský","Stříbro","Trpísty","",8.63
"Vysočina","Světlá nad Sázavou","Trpišovice","",13.96
"Pardubický","Litomyšl","Trstěnice","",10.95
"Karlovarský","Mariánské Lázně","Trstěnice","",35.64
"Jihomoravský","Moravský Krumlov","Trstěnice","",5.87
"Olomoucký","Olomouc","Tršice","",4.3
"Středočeský","Beroun","Trubín","",5.99
"Středočeský","Beroun","Trubská","",3.38
"Jihočeský","Vodňany","Truskovice","",19.16
"Pardubický","Holice","Trusnov","",6.17
"Královéhradecký","Trutnov","Trutnov","",2.97
"Pardubický","Litomyšl","Tržek","",11.36
"Moravskoslezský","Frýdek-Místek","Třanovice","",6.93
"Pardubický","Moravská Třebová","Třebařov","",6.57
"Plzeňský","Nepomuk","Třebčice","",3.57
"Královéhradecký","Hradec Králové","Třebechovice pod Orebem","",5.11
"Jihočeský","Soběslav","Třebějice","",6.25
"Karlovarský","Cheb","Třebeň","",27.06
"Ústecký","Lovosice","Třebenice","",9.7
"Vysočina","Třebíč","Třebenice","",9.78
"Středočeský","Nymburk","Třebestovice","",8.14
"Středočeský","Benešov","Třebešice","",6.98
"Středočeský","Čáslav","Třebešice","",7.58
"Královéhradecký","Rychnov nad Kněžnou","Třebešov","",2.04
"Jihočeský","Dačice","Třebětice","",1.76
"Zlínský","Holešov","Třebětice","",7.32
"Středočeský","Kutná Hora","Třebětín","",2.86
"Vysočina","Třebíč","Třebíč","",3.88
"Královéhradecký","Dvůr Králové nad Labem","Třebihošť","",1.68
"Středočeský","Kladno","Třebichovice","",9.47
"Ústecký","Lovosice","Třebívlice","",9.96
"Středočeský","Slaný","Třebíz","",11.25
"Královéhradecký","Hořice","Třebnouševes","",1.52
"Středočeský","Rakovník","Třeboc","",18
"Jihočeský","Strakonice","Třebohostice","",3.84
"Moravskoslezský","Kravaře","Třebom","",4.35
"Jihočeský","Třeboň","Třeboň","",4.43
"Středočeský","Čáslav","Třebonín","",6.82
"Pardubický","Pardubice","Třebosice","",14.93
"Středočeský","Černošice","Třebotov","",5.03
"Pardubický","Česká Třebová","Třebovice","",8.73
"Moravskoslezský","Ostrava","Třebovice","",2.54
"Středočeský","Kolín","Třebovle","",7.44
"Středočeský","Příbram","Třebsko","",12.5
"Středočeský","Kladno","Třebusice","",4.83
"Ústecký","Litoměřice","Třebušín","",35.93
"Moravskoslezský","Krnov","Třemešná","",3.02
"Plzeňský","Tachov","Třemešné","",8.82
"Plzeňský","Nýřany","Třemošná","",4.62
"Pardubický","Chrudim","Třemošnice","",11.19
"Vysočina","Náměšť nad Oslavou","Třesov","",3.57
"Královéhradecký","Hradec Králové","Třesovice","",1.59
"Jihočeský","Strakonice","Třešovice","",7.69
"Vysočina","Jihlava","Třešť","",3.54
"Vysočina","Jihlava","Třeštice","",2.47
"Olomoucký","Mohelnice","Třeština","",0.77
"Středočeský","Kolín","Tři Dvory","",3.05
"Karlovarský","Mariánské Lázně","Tři Sekery","",29.57
"Vysočina","Nové Město na Moravě","Tři Studně","",7.89
"Pardubický","Chrudim","Třibřichy","",7.61
"Moravskoslezský","Třinec","Třinec","",3.57
"Královéhradecký","Jičín","Třtěnice","",1.19
"Středočeský","Rakovník","Třtice","",8.66
"Jihočeský","Soběslav","Tučapy","",4.56
"Zlínský","Uherské Hradiště","Tučapy","",7.45
"Jihomoravský","Vyškov","Tučapy","",7.85
"Olomoucký","Přerov","Tučín","",1.95
"Liberecký","Česká Lípa","Tuhaň","",9.48
"Středočeský","Mělník","Tuhaň","",2.74
"Středočeský","Kladno","Tuchlovice","",7.13
"Středočeský","Černošice","Tuchoměřice","",4.18
"Středočeský","Český Brod","Tuchoraz","",4.06
"Ústecký","Žatec","Tuchořice","",30.85
"Středočeský","Český Brod","Tuklaty","",5.3
"Jihomoravský","Moravský Krumlov","Tulešice","",2.94
"Pardubický","Chrudim","Tuněchody","",4.8
"Středočeský","Čáslav","Tupadly","",5.39
"Zlínský","Uherské Hradiště","Tupesy","",3.2
"Pardubický","Přelouč","Turkovice","",10.93
"Liberecký","Turnov","Turnov","",6.85
"Jihočeský","Tábor","Turovec","",5.61
"Olomoucký","Přerov","Turovice","",6.24
"Středočeský","Černošice","Tursko","",6.06
"Karlovarský","Cheb","Tuřany","",20.37
"Středočeský","Slaný","Tuřany","",4.76
"Středočeský","Mladá Boleslav","Tuřice","",10.09
"Královéhradecký","Kostelec nad Orlicí","Tutleky","",1.22
"Jihomoravský","Šlapanice","Tvarožná","",3.55
"Jihomoravský","Veselí nad Moravou","Tvarožná Lhota","",3.92
"Olomoucký","Prostějov","Tvorovice","",4.35
"Jihomoravský","Znojmo","Tvořihráz","",7.63
"Moravskoslezský","Rýmařov","Tvrdkov","",4.76
"Jihomoravský","Břeclav","Tvrdonice","",9.83
"Jihočeský","Prachatice","Tvrzice","",2.44
"Plzeňský","Plzeň","Tymákov","",4.04
"Olomoucký","Lipník nad Bečvou","Týn nad Bečvou","",2.25
"Jihočeský","Týn nad Vltavou","Týn nad Vltavou","",4.24
"Jihomoravský","Břeclav","Týnec","",11.14
"Plzeňský","Klatovy","Týnec","",7.79
"Středočeský","Kolín","Týnec nad Labem","",5.69
"Středočeský","Benešov","Týnec nad Sázavou","",5.59
"Plzeňský","Přeštice","Týniště","",3.7
"Královéhradecký","Kostelec nad Orlicí","Týniště nad Orlicí","",2.09
"Pardubický","Vysoké Mýto","Týnišťko","",6.52
"Královéhradecký","Nová Paka","Úbislavice","",1.86
"Zlínský","Vizovice","Ublo","",7.37
"Plzeňský","Domažlice","Úboč","",3.45
"Vysočina","Bystřice nad Pernštejnem","Ubušínek","",11.12
"Ústecký","Chomutov","Údlice","",19.57
"Královéhradecký","Jičín","Údrnice","",1.22
"Olomoucký","Jeseník","Uhelná","",0.96
"Vysočina","Chotěboř","Uhelná Příbram","",1.94
"Ústecký","Louny","Úherce","",21.74
"Plzeňský","Nýřany","Úherce","",1.18
"Jihomoravský","Hustopeče","Uherčice","",7.87
"Jihomoravský","Znojmo","Uherčice","",3.71
"Pardubický","Chrudim","Úherčice","",17.02
"Zlínský","Uherské Hradiště","Uherské Hradiště","",10.69
"Pardubický","Holice","Uhersko","",21.15
"Zlínský","Uherský Brod","Uherský Brod","",6.48
"Zlínský","Uherské Hradiště","Uherský Ostroh","",4.6
"Královéhradecký","Hořice","Úhlejov","",2.22
"Středočeský","Kolín","Uhlířská Lhota","",3.8
"Středočeský","Kutná Hora","Uhlířské Janovice","",8.59
"Středočeský","Černošice","Úholičky","",5.28
"Středočeský","Černošice","Úhonice","",7.45
"Vysočina","Havlíčkův Brod","Úhořilka","",3.7
"Pardubický","Chrudim","Úhřetice","",11.35
"Pardubický","Pardubice","Úhřetická Lhota","",5.75
"Jihomoravský","Boskovice","Uhřice","",11.95
"Jihomoravský","Bučovice","Uhřice","",2.2
"Zlínský","Kroměříž","Uhřice","",5.08
"Jihomoravský","Kyjov","Uhřice","",14.4
"Olomoucký","Přerov","Uhřičice","",3.5
"Vysočina","Velké Meziříčí","Uhřínov","",1.79
"Středočeský","Slaný","Uhy","",5.75
"Vysočina","Bystřice nad Pernštejnem","Ujčov","",1.67
"Plzeňský","Domažlice","Újezd","",3.15
"Středočeský","Hořovice","Újezd","",3.34
"Olomoucký","Uničov","Újezd","",6.97
"Zlínský","Valašské Klobouky","Újezd","",4.35
"Jihomoravský","Znojmo","Újezd","",11.11
"Vysočina","Žďár nad Sázavou","Újezd","",8.45
"Plzeňský","Nýřany","Újezd nade Mží","",4.76
"Královéhradecký","Jičín","Újezd pod Troskami","",3.53
"Jihomoravský","Boskovice","Újezd u Boskovic","",7.62
"Jihomoravský","Šlapanice","Újezd u Brna","",9.41
"Jihomoravský","Blansko","Újezd u Černé Hory","",8.43
"Pardubický","Vysoké Mýto","Újezd u Chocně","",5.64
"Plzeňský","Klatovy","Újezd u Plánice","",8.58
"Pardubický","Přelouč","Újezd u Přelouče","",20
"Jihomoravský","Rosice","Újezd u Rosic","",8.16
"Pardubický","Pardubice","Újezd u Sezemic","",7.14
"Plzeňský","Rokycany","Újezd u Svatého Kříže","",1.23
"Jihomoravský","Tišnov","Újezd u Tišnova","",13.15
"Jihočeský","Jindřichův Hradec","Újezdec","",9.38
"Středočeský","Kralupy nad Vltavou","Újezdec","",4.44
"Pardubický","Litomyšl","Újezdec","",30
"Jihočeský","Prachatice","Újezdec","",3.23
"Zlínský","Uherské Hradiště","Újezdec","",3.03
"Ústecký","Teplice","Újezdeček","",41.59
"Středočeský","Mladá Boleslav","Ujkovice","",10.24
"Královéhradecký","Jičín","Úlibice","",2.63
"Plzeňský","Nýřany","Úlice","",3.9
"Středočeský","Kutná Hora","Úmonín","",8.54
"Středočeský","Poděbrady","Úmyslovice","",6.79
"Jihomoravský","Znojmo","Únanov","",7.37
"Vysočina","Bystřice nad Pernštejnem","Unčín","",5.55
"Plzeňský","Stříbro","Únehle","",7.14
"Plzeňský","Domažlice","Únějovice","",5.71
"Plzeňský","Nýřany","Úněšov","",1.34
"Plzeňský","Blovice","Únětice","",7.84
"Středočeský","Černošice","Únětice","",6.44
"Středočeský","Kladno","Unhošť","",5.73
"Jihočeský","Strakonice","Únice","",8
"Olomoucký","Uničov","Uničov","",3.52
"Jihomoravský","Tišnov","Unín","",1.19
"Jihomoravský","Židlochovice","Unkovice","",10.77
"Královéhradecký","Trutnov","Úpice","",2.15
"Ústecký","Lovosice","Úpohlavy","",17.54
"Královéhradecký","Hradec Králové","Urbanice","",1.08
"Vysočina","Telč","Urbanov","",5.36
"Olomoucký","Prostějov","Určice","",3.04
"Jihočeský","České Budějovice","Úsilné","",15.64
"Plzeňský","Domažlice","Úsilov","",5.88
"Vysočina","Havlíčkův Brod","Úsobí","",4.53
"Jihomoravský","Boskovice","Úsobrno","",2.67
"Olomoucký","Mohelnice","Úsov","",3.54
"Olomoucký","Hranice","Ústí","",4.48
"Vysočina","Jihlava","Ústí","",10.29
"Zlínský","Vsetín","Ústí","",7.22
"Ústecký","Ústí nad Labem","Ústí nad Labem-město","",23.14
"Ústecký","Ústí nad Labem","Ústí nad Labem-Neštěmice","",32.64
"Ústecký","Ústí nad Labem","Ústí nad Labem-Severní Terasa","",16.56
"Ústecký","Ústí nad Labem","Ústí nad Labem-Střekov","",19.03
"Pardubický","Ústí nad Orlicí","Ústí nad Orlicí","",15.14
"Olomoucký","Olomouc","Ústín","",5.39
"Jihočeský","Tábor","Ústrašice","",2.22
"Vysočina","Pelhřimov","Ústrašín","",3.57
"Jihomoravský","Tišnov","Úsuší","",4.84
"Ústecký","Litoměřice","Úštěk","",19.39
"Pardubický","Moravská Třebová","Útěchov","",10.81
"Vysočina","Pelhřimov","Útěchovice","",6.45
"Vysočina","Pelhřimov","Útěchovičky","",3.03
"Plzeňský","Nýřany","Úterý","",2.82
"Plzeňský","Přeštice","Útušice","",7.61
"Karlovarský","Karlovy Vary","Útvina","",22.62
"Moravskoslezský","Krnov","Úvalno","",2.42
"Středočeský","Brandýs nad Labem-Stará Boleslav","Úvaly","",4.68
"Jihočeský","Blatná","Uzenice","",2.5
"Středočeský","Kralupy nad Vltavou","Úžice","",5.54
"Středočeský","Kutná Hora","Úžice","",4.24
"Jihomoravský","Kyjov","Vacenovice","",3.13
"Středočeský","Benešov","Václavice","",6.61
"Moravskoslezský","Bruntál","Václavov u Bruntálu","",3.18
"Moravskoslezský","Ostrava","Václavovice","",3.38
"Středočeský","Rakovník","Václavy","",4.76
"Jihočeský","Vimperk","Vacov","",6.54
"Jihočeský","Strakonice","Vacovice","",26.31
"Královéhradecký","Dobruška","Val","",2.73
"Jihočeský","Soběslav","Val","",9.42
"Zlínský","Rožnov pod Radhoštěm","Valašská Bystřice","",2.56
"Zlínský","Vsetín","Valašská Polanka","",2.64
"Zlínský","Vsetín","Valašská Senice","",2.85
"Zlínský","Valašské Klobouky","Valašské Klobouky","",4.18
"Zlínský","Valašské Meziříčí","Valašské Meziříčí","",4.58
"Zlínský","Valašské Klobouky","Valašské Příkazy","",3.84
"Královéhradecký","Jičín","Valdice","",1.3
"Vysočina","Třebíč","Valdíkov","",9.09
"Karlovarský","Karlovy Vary","Valeč","",32.46
"Vysočina","Třebíč","Valeč","",1.89
"Jihomoravský","Boskovice","Valchov","",11.18
"Ústecký","Děčín","Valkeřice","",10.13
"Jihomoravský","Břeclav","Valtice","",10.78
"Jihomoravský","Znojmo","Valtrovice","",2.46
"Karlovarský","Mariánské Lázně","Valy","",21.56
"Pardubický","Přelouč","Valy","",6.45
"Královéhradecký","Rychnov nad Kněžnou","Vamberk","",1.26
"Vysočina","Telč","Vanov","",3.57
"Jihomoravský","Boskovice","Vanovice","",6.8
"Vysočina","Telč","Vanůvek","",10
"Zlínský","Uherský Brod","Vápenice","",1.69
"Olomoucký","Jeseník","Vápenná","",4.7
"Pardubický","Chrudim","Vápenný Podol","",2.6
"Pardubický","Přelouč","Vápno","",7.14
"Vysočina","Telč","Vápovice","",4.76
"Ústecký","Varnsdorf","Varnsdorf","",6.14
"Jihočeský","Písek","Varvažov","",11.29
"Vysočina","Žďár nad Sázavou","Vatín","",3.61
"Moravskoslezský","Opava","Vávrovice","",2.52
"Jihomoravský","Blansko","Vavřinec","",10.1
"Středočeský","Kutná Hora","Vavřinec","",3.23
"Jihomoravský","Boskovice","Vážany","",5.6
"Zlínský","Uherské Hradiště","Vážany","",5.29
"Jihomoravský","Vyškov","Vážany","",7.41
"Jihomoravský","Slavkov u Brna","Vážany nad Litavou","",8.06
"Pardubický","Hlinsko","Včelákov","",6.67
"Jihočeský","České Budějovice","Včelná","",3.87
"Vysočina","Pelhřimov","Včelnička","",7.25
"Vysočina","Nové Město na Moravě","Věcov","",4.61
"Ústecký","Roudnice nad Labem","Vědomice","",8.99
"Jihomoravský","Moravský Krumlov","Vedrovice","",11.5
"Vysočina","Bystřice nad Pernštejnem","Věchnov","",4.47
"Plzeňský","Nýřany","Vejprnice","",3.53
"Ústecký","Kadaň","Vejprty","",5.06
"Plzeňský","Rokycany","Vejvanov","",14.05
"Pardubický","Chrudim","Vejvanovice","",8.89
"Jihomoravský","Šlapanice","Velatice","",2.87
"Zlínský","Uherské Hradiště","Velehrad","",4.11
"Ústecký","Lovosice","Velemín","",11.84
"Ústecký","Žatec","Velemyšleves","",13.44
"Středočeský","Brandýs nad Labem-Stará Boleslav","Veleň","",5.05
"Liberecký","Česká Lípa","Velenice","",3.92
"Středočeský","Poděbrady","Velenice","",8.2
"Středočeský","Nymburk","Velenka","",9.31
"Jihomoravský","Boskovice","Velenov","",4.55
"Jihočeský","Kaplice","Velešín","",4.42
"Jihomoravský","Slavkov u Brna","Velešovice","",6.94
"Zlínský","Uherský Brod","Veletiny","",4.41
"Středočeský","Kolín","Veletov","",12.49
"Plzeňský","Sušice","Velhartice","",6.19
"Karlovarský","Ostrov","Velichov","",38.81
"Královéhradecký","Jaroměř","Velichovky","",1.71
"Středočeský","Brandýs nad Labem-Stará Boleslav","Veliká Ves","",2.16
"Ústecký","Kadaň","Veliká Ves","",8.82
"Středočeský","Kolín","Velim","",4.91
"Pardubický","Holice","Veliny","",15.32
"Královéhradecký","Jičín","Veliš","",2.86
"Středočeský","Vlašim","Veliš","",5.1
"Vysočina","Velké Meziříčí","Velká Bíteš","",3.76
"Středočeský","Rakovník","Velká Buková","",7.35
"Ústecký","Děčín","Velká Bukovina","",9.9
"Olomoucký","Olomouc","Velká Bystřice","",2.78
"Středočeský","Kladno","Velká Dobrá","",8.18
"Karlovarský","Mariánské Lázně","Velká Hleďsebe","",17.71
"Středočeský","Rakovník","Velká Chmelištná","",13.33
"Vysočina","Pacov","Velká Chyška","",6.32
"Královéhradecký","Náchod","Velká Jesenice","",4.8
"Olomoucký","Jeseník","Velká Kraš","",2.75
"Zlínský","Valašské Meziříčí","Velká Lhota","",3.5
"Vysočina","Žďár nad Sázavou","Velká Losenice","",7.72
"Jihomoravský","Veselí nad Moravou","Velká nad Veličkou","",4.14
"Moravskoslezský","Ostrava","Velká Polom","",0.9
"Pardubický","Ústí nad Orlicí","Velká Skrovnice","",8.62
"Moravskoslezský","Rýmařov","Velká Štáhle","",2
"Jihočeský","Strakonice","Velká Turná","",5.17
"Moravskoslezský","Bílovec","Velké Albrechtice","",3.32
"Jihomoravský","Břeclav","Velké Bílovice","",9.65
"Ústecký","Ústí nad Labem","Velké Březno","",15.29
"Liberecký","Tanvald","Velké Hamry","",9.74
"Moravskoslezský","Opava","Velké Heraltice","",3.02
"Jihomoravský","Hustopeče","Velké Hostěrádky","",26.17
"Moravskoslezský","Opava","Velké Hoštice","",2.27
"Plzeňský","Horažďovice","Velké Hydčice","",1.67
"Ústecký","Ústí nad Labem","Velké Chvojno","",25.23
"Vysočina","Bystřice nad Pernštejnem","Velké Janovice","",3.92
"Zlínský","Vsetín","Velké Karlovice","",4.7
"Olomoucký","Šumperk","Velké Losiny","",5.1
"Vysočina","Velké Meziříčí","Velké Meziříčí","",4.5
"Jihomoravský","Hustopeče","Velké Němčice","",7.47
"Jihomoravský","Boskovice","Velké Opatovice","",7.54
"Jihomoravský","Hustopeče","Velké Pavlovice","",12.22
"Královéhradecký","Náchod","Velké Petrovice","",1.7
"Středočeský","Říčany","Velké Popovice","",4.39
"Královéhradecký","Náchod","Velké Poříčí","",2.46
"Středočeský","Černošice","Velké Přílepy","",4.3
"Středočeský","Kladno","Velké Přítočno","",5.22
"Královéhradecký","Trutnov","Velké Svatoňovice","",2.77
"Středočeský","Mladá Boleslav","Velké Všelisy","",6.66
